Subject,Model,Network,Jaccard Overlap
33,BS-NET (2m),Somatomotor,0.4444444444444444
33,BS-NET (2m),Dorsal Attn,0.9333333333333333
33,BS-NET (2m),Ventral Attn,0.7058823529411765
33,BS-NET (2m),Limbic,0.875
33,BS-NET (2m),Control,0.4444444444444444
33,BS-NET (2m),Default Mode,0.75
34,Raw FC (2m),Visual,0.7142857142857143
34,Raw FC (2m),Somatomotor,0.7368421052631579
34,Raw FC (2m),Dorsal Attn,0.7647058823529411
34,Raw FC (2m),Ventral Attn,0.5909090909090909
34,Raw FC (2m),Limbic,0.8666666666666667
34,Raw FC (2m),Control,0.25
34,Raw FC (2m),Default Mode,0.8
34,BS-NET (2m),Visual,0.7142857142857143
34,BS-NET (2m),Somatomotor,0.7368421052631579
34,BS-NET (2m),Dorsal Attn,0.7647058823529411
34,BS-NET (2m),Ventral Attn,0.5909090909090909
34,BS-NET (2m),Limbic,0.8666666666666667
34,BS-NET (2m),Control,0.25
34,BS-NET (2m),Default Mode,0.8
35,Raw FC (2m),Visual,0.9333333333333333
35,Raw FC (2m),Somatomotor,0.8666666666666667
35,Raw FC (2m),Dorsal Attn,0.8666666666666667
35,Raw FC (2m),Ventral Attn,0.9285714285714286
35,Raw FC (2m),Limbic,0.8
35,Raw FC (2m),Control,0.8666666666666667
35,Raw FC (2m),Default Mode,0.9411764705882353
35,BS-NET (2m),Visual,0.9333333333333333
35,BS-NET (2m),Somatomotor,0.8666666666666667
35,BS-NET (2m),Dorsal Attn,0.8666666666666667
35,BS-NET (2m),Ventral Attn,0.9285714285714286
35,BS-NET (2m),Limbic,0.8
35,BS-NET (2m),Control,0.8666666666666667
35,BS-NET (2m),Default Mode,0.9411764705882353
36,Raw FC (2m),Visual,1.0
36,Raw FC (2m),Somatomotor,0.4375
36,Raw FC (2m),Dorsal Attn,0.4375
36,Raw FC (2m),Ventral Attn,0.9333333333333333
36,Raw FC (2m),Limbic,0.7142857142857143
36,Raw FC (2m),Control,1.0
36,Raw FC (2m),Default Mode,0.9375
36,BS-NET (2m),Visual,0.9285714285714286
36,BS-NET (2m),Somatomotor,0.4666666666666667
36,BS-NET (2m),Dorsal Attn,0.4666666666666667
36,BS-NET (2m),Ventral Attn,1.0
36,BS-NET (2m),Limbic,0.8666666666666667
36,BS-NET (2m),Control,1.0
36,BS-NET (2m),Default Mode,0.9375
37,Raw FC (2m),Visual,0.7777777777777778
37,Raw FC (2m),Somatomotor,0.7368421052631579
37,Raw FC (2m),Dorsal Attn,0.9333333333333333
37,Raw FC (2m),Ventral Attn,0.875
37,Raw FC (2m),Limbic,0.13793103448275862
37,Raw FC (2m),Control,0.75
37,Raw FC (2m),Default Mode,0.7894736842105263
37,BS-NET (2m),Visual,0.4375
37,BS-NET (2m),Somatomotor,0.6666666666666666
37,BS-NET (2m),Dorsal Attn,0.875
37,BS-NET (2m),Ventral Attn,0.875
37,BS-NET (2m),Limbic,0.16666666666666666
37,BS-NET (2m),Control,0.8125
37,BS-NET (2m),Default Mode,0.4117647058823529
38,Raw FC (2m),Visual,0.3333333333333333
38,Raw FC (2m),Somatomotor,0.875
38,Raw FC (2m),Dorsal Attn,1.0
38,Raw FC (2m),Ventral Attn,0.3333333333333333
38,Raw FC (2m),Limbic,0.6666666666666666
38,Raw FC (2m),Control,0.8235294117647058
38,Raw FC (2m),Default Mode,0.625
38,BS-NET (2m),Visual,0.5454545454545454
38,BS-NET (2m),Somatomotor,0.9333333333333333
38,BS-NET (2m),Dorsal Attn,1.0
38,BS-NET (2m),Ventral Attn,0.3076923076923077
38,BS-NET (2m),Limbic,0.6666666666666666
38,BS-NET (2m),Control,0.8235294117647058
38,BS-NET (2m),Default Mode,0.7894736842105263
39,Raw FC (2m),Visual,0.7857142857142857
39,Raw FC (2m),Somatomotor,0.875
39,Raw FC (2m),Dorsal Attn,0.9333333333333333
39,Raw FC (2m),Ventral Attn,0.6666666666666666
39,Raw FC (2m),Limbic,1.0
39,Raw FC (2m),Control,0.8235294117647058
39,Raw FC (2m),Default Mode,1.0
39,BS-NET (2m),Visual,0.7857142857142857
39,BS-NET (2m),Somatomotor,0.875
39,BS-NET (2m),Dorsal Attn,0.9333333333333333
39,BS-NET (2m),Ventral Attn,0.6666666666666666
39,BS-NET (2m),Limbic,1.0
39,BS-NET (2m),Control,0.8235294117647058
39,BS-NET (2m),Default Mode,1.0
40,Raw FC (2m),Visual,1.0
40,Raw FC (2m),Somatomotor,0.8571428571428571
40,Raw FC (2m),Dorsal Attn,0.9333333333333333
40,Raw FC (2m),Ventral Attn,0.9333333333333333
40,Raw FC (2m),Limbic,0.9333333333333333
40,Raw FC (2m),Control,1.0
40,Raw FC (2m),Default Mode,0.9375
40,BS-NET (2m),Visual,1.0
40,BS-NET (2m),Somatomotor,0.8571428571428571
40,BS-NET (2m),Dorsal Attn,0.9333333333333333
40,BS-NET (2m),Ventral Attn,0.9333333333333333
40,BS-NET (2m),Limbic,0.9333333333333333
40,BS-NET (2m),Control,1.0
40,BS-NET (2m),Default Mode,0.9375
41,Raw FC (2m),Visual,0.9333333333333333
41,Raw FC (2m),Somatomotor,0.6086956521739131
41,Raw FC (2m),Dorsal Attn,0.7777777777777778
41,Raw FC (2m),Ventral Attn,0.27586206896551724
41,Raw FC (2m),Limbic,0.8571428571428571
41,Raw FC (2m),Control,0.9285714285714286
41,Raw FC (2m),Default Mode,0.8421052631578947
41,BS-NET (2m),Visual,0.9333333333333333
41,BS-NET (2m),Somatomotor,0.875
41,BS-NET (2m),Dorsal Attn,0.9333333333333333
41,BS-NET (2m),Ventral Attn,0.7857142857142857
41,BS-NET (2m),Limbic,0.8571428571428571
41,BS-NET (2m),Control,0.9285714285714286
41,BS-NET (2m),Default Mode,0.8888888888888888
42,Raw FC (2m),Visual,0.4
42,Raw FC (2m),Somatomotor,0.9333333333333333
42,Raw FC (2m),Dorsal Attn,0.9285714285714286
42,Raw FC (2m),Ventral Attn,0.9285714285714286
42,Raw FC (2m),Limbic,0.8125
42,Raw FC (2m),Control,0.7647058823529411
42,Raw FC (2m),Default Mode,0.5172413793103449
42,BS-NET (2m),Visual,0.3333333333333333
42,BS-NET (2m),Somatomotor,0.9333333333333333
42,BS-NET (2m),Dorsal Attn,0.8666666666666667
42,BS-NET (2m),Ventral Attn,0.9285714285714286
42,BS-NET (2m),Limbic,0.8666666666666667
42,BS-NET (2m),Control,0.6842105263157895
42,BS-NET (2m),Default Mode,0.5555555555555556
43,Raw FC (2m),Visual,0.5
43,Raw FC (2m),Somatomotor,0.4827586206896552
43,Raw FC (2m),Dorsal Attn,0.43333333333333335
43,Raw FC (2m),Ventral Attn,0.6875
43,Raw FC (2m),Limbic,0.5
43,Raw FC (2m),Control,0.8666666666666667
43,Raw FC (2m),Default Mode,1.0
43,BS-NET (2m),Visual,0.4827586206896552
43,BS-NET (2m),Somatomotor,0.4827586206896552
43,BS-NET (2m),Dorsal Attn,0.43333333333333335
43,BS-NET (2m),Ventral Attn,0.6875
43,BS-NET (2m),Limbic,0.4827586206896552
43,BS-NET (2m),Control,0.43333333333333335
43,BS-NET (2m),Default Mode,0.5517241379310345
44,Raw FC (2m),Visual,0.8125
44,Raw FC (2m),Somatomotor,0.8666666666666667
44,Raw FC (2m),Dorsal Attn,0.7777777777777778
44,Raw FC (2m),Ventral Attn,1.0
44,Raw FC (2m),Limbic,0.7857142857142857
44,Raw FC (2m),Control,0.625
44,Raw FC (2m),Default Mode,1.0
44,BS-NET (2m),Visual,0.8125
44,BS-NET (2m),Somatomotor,0.8666666666666667
44,BS-NET (2m),Dorsal Attn,0.7777777777777778
44,BS-NET (2m),Ventral Attn,1.0
44,BS-NET (2m),Limbic,0.7857142857142857
44,BS-NET (2m),Control,0.625
44,BS-NET (2m),Default Mode,1.0
45,Raw FC (2m),Visual,0.8
45,Raw FC (2m),Somatomotor,0.9333333333333333
45,Raw FC (2m),Dorsal Attn,1.0
45,Raw FC (2m),Ventral Attn,0.8125
45,Raw FC (2m),Limbic,1.0
45,Raw FC (2m),Control,0.9285714285714286
45,Raw FC (2m),Default Mode,1.0
45,BS-NET (2m),Visual,0.9333333333333333
45,BS-NET (2m),Somatomotor,0.9333333333333333
45,BS-NET (2m),Dorsal Attn,1.0
45,BS-NET (2m),Ventral Attn,0.9285714285714286
45,BS-NET (2m),Limbic,1.0
45,BS-NET (2m),Control,0.9285714285714286
45,BS-NET (2m),Default Mode,1.0
46,Raw FC (2m),Visual,1.0
46,Raw FC (2m),Somatomotor,1.0
46,Raw FC (2m),Dorsal Attn,1.0
46,Raw FC (2m),Ventral Attn,1.0
46,Raw FC (2m),Limbic,0.4482758620689655
46,Raw FC (2m),Control,0.875
46,Raw FC (2m),Default Mode,0.5172413793103449
46,BS-NET (2m),Visual,1.0
46,BS-NET (2m),Somatomotor,0.875
46,BS-NET (2m),Dorsal Attn,1.0
46,BS-NET (2m),Ventral Attn,1.0
46,BS-NET (2m),Limbic,0.8571428571428571
46,BS-NET (2m),Control,0.4666666666666667
46,BS-NET (2m),Default Mode,0.4838709677419355
47,Raw FC (2m),Visual,1.0
47,Raw FC (2m),Somatomotor,0.3793103448275862
47,Raw FC (2m),Dorsal Attn,0.3333333333333333
47,Raw FC (2m),Ventral Attn,0.5384615384615384
47,Raw FC (2m),Limbic,0.5652173913043478
47,Raw FC (2m),Control,1.0
47,Raw FC (2m),Default Mode,0.8421052631578947
47,BS-NET (2m),Visual,1.0
47,BS-NET (2m),Somatomotor,0.39285714285714285
47,BS-NET (2m),Dorsal Attn,0.8
47,BS-NET (2m),Ventral Attn,0.56
47,BS-NET (2m),Limbic,0.8666666666666667
47,BS-NET (2m),Control,1.0
47,BS-NET (2m),Default Mode,0.8421052631578947
48,Raw FC (2m),Visual,0.9333333333333333
48,Raw FC (2m),Somatomotor,0.9333333333333333
48,Raw FC (2m),Dorsal Attn,0.8571428571428571
48,Raw FC (2m),Ventral Attn,0.8235294117647058
48,Raw FC (2m),Limbic,1.0
48,Raw FC (2m),Control,0.8571428571428571
48,Raw FC (2m),Default Mode,0.9375
48,BS-NET (2m),Visual,0.9333333333333333
48,BS-NET (2m),Somatomotor,0.9333333333333333
48,BS-NET (2m),Dorsal Attn,0.8571428571428571
48,BS-NET (2m),Ventral Attn,0.8235294117647058
48,BS-NET (2m),Limbic,1.0
48,BS-NET (2m),Control,0.8571428571428571
48,BS-NET (2m),Default Mode,0.9375
49,Raw FC (2m),Visual,0.8125
49,Raw FC (2m),Somatomotor,0.5652173913043478
49,Raw FC (2m),Dorsal Attn,0.9285714285714286
49,Raw FC (2m),Ventral Attn,0.45161290322580644
49,Raw FC (2m),Limbic,0.2
49,Raw FC (2m),Control,0.3235294117647059
49,Raw FC (2m),Default Mode,0.75
49,BS-NET (2m),Visual,0.8125
49,BS-NET (2m),Somatomotor,0.5652173913043478
49,BS-NET (2m),Dorsal Attn,0.9285714285714286
49,BS-NET (2m),Ventral Attn,0.45161290322580644
49,BS-NET (2m),Limbic,0.2
49,BS-NET (2m),Control,0.3235294117647059
49,BS-NET (2m),Default Mode,0.75
50,Raw FC (2m),Visual,1.0
50,Raw FC (2m),Somatomotor,0.8
50,Raw FC (2m),Dorsal Attn,1.0
50,Raw FC (2m),Ventral Attn,0.9285714285714286
50,Raw FC (2m),Limbic,0.9333333333333333
50,Raw FC (2m),Control,0.875
50,Raw FC (2m),Default Mode,0.9375
50,BS-NET (2m),Visual,0.9285714285714286
50,BS-NET (2m),Somatomotor,0.8125
50,BS-NET (2m),Dorsal Attn,1.0
50,BS-NET (2m),Ventral Attn,0.9285714285714286
50,BS-NET (2m),Limbic,0.9333333333333333
50,BS-NET (2m),Control,0.9333333333333333
50,BS-NET (2m),Default Mode,0.9375
51,Raw FC (2m),Visual,1.0
51,Raw FC (2m),Somatomotor,0.9285714285714286
51,Raw FC (2m),Dorsal Attn,1.0
51,Raw FC (2m),Ventral Attn,1.0
51,Raw FC (2m),Limbic,0.9333333333333333
51,Raw FC (2m),Control,1.0
51,Raw FC (2m),Default Mode,1.0
51,BS-NET (2m),Visual,1.0
51,BS-NET (2m),Somatomotor,0.9285714285714286
51,BS-NET (2m),Dorsal Attn,1.0
51,BS-NET (2m),Ventral Attn,1.0
51,BS-NET (2m),Limbic,0.9333333333333333
51,BS-NET (2m),Control,1.0
51,BS-NET (2m),Default Mode,1.0
52,Raw FC (2m),Visual,0.8666666666666667
52,Raw FC (2m),Somatomotor,0.9285714285714286
52,Raw FC (2m),Dorsal Attn,0.9333333333333333
52,Raw FC (2m),Ventral Attn,1.0
52,Raw FC (2m),Limbic,0.9285714285714286
52,Raw FC (2m),Control,0.8666666666666667
52,Raw FC (2m),Default Mode,0.9411764705882353
52,BS-NET (2m),Visual,0.8666666666666667
52,BS-NET (2m),Somatomotor,0.9285714285714286
52,BS-NET (2m),Dorsal Attn,0.9333333333333333
52,BS-NET (2m),Ventral Attn,1.0
52,BS-NET (2m),Limbic,0.9285714285714286
52,BS-NET (2m),Control,0.8666666666666667
52,BS-NET (2m),Default Mode,0.9411764705882353
53,Raw FC (2m),Visual,0.5185185185185185
53,Raw FC (2m),Somatomotor,0.4642857142857143
53,Raw FC (2m),Dorsal Attn,1.0
53,Raw FC (2m),Ventral Attn,1.0
53,Raw FC (2m),Limbic,0.4666666666666667
53,Raw FC (2m),Control,1.0
53,Raw FC (2m),Default Mode,0.5333333333333333
53,BS-NET (2m),Visual,0.5384615384615384
53,BS-NET (2m),Somatomotor,0.42857142857142855
53,BS-NET (2m),Dorsal Attn,1.0
53,BS-NET (2m),Ventral Attn,1.0
53,BS-NET (2m),Limbic,1.0
53,BS-NET (2m),Control,1.0
53,BS-NET (2m),Default Mode,0.9411764705882353
54,Raw FC (2m),Visual,0.9285714285714286
54,Raw FC (2m),Somatomotor,0.875
54,Raw FC (2m),Dorsal Attn,0.9333333333333333
54,Raw FC (2m),Ventral Attn,0.8571428571428571
54,Raw FC (2m),Limbic,0.8125
54,Raw FC (2m),Control,0.8666666666666667
54,Raw FC (2m),Default Mode,0.9375
54,BS-NET (2m),Visual,0.9285714285714286
54,BS-NET (2m),Somatomotor,0.875
54,BS-NET (2m),Dorsal Attn,0.9333333333333333
54,BS-NET (2m),Ventral Attn,0.8571428571428571
54,BS-NET (2m),Limbic,0.8125
54,BS-NET (2m),Control,0.8666666666666667
54,BS-NET (2m),Default Mode,0.9375
55,Raw FC (2m),Visual,0.9285714285714286
55,Raw FC (2m),Somatomotor,0.7333333333333333
55,Raw FC (2m),Dorsal Attn,0.9285714285714286
55,Raw FC (2m),Ventral Attn,0.9333333333333333
55,Raw FC (2m),Limbic,0.8666666666666667
55,Raw FC (2m),Control,0.8
55,Raw FC (2m),Default Mode,0.8421052631578947
55,BS-NET (2m),Visual,0.9285714285714286
55,BS-NET (2m),Somatomotor,0.7333333333333333
55,BS-NET (2m),Dorsal Attn,0.9285714285714286
55,BS-NET (2m),Ventral Attn,1.0
55,BS-NET (2m),Limbic,0.8666666666666667
55,BS-NET (2m),Control,0.8125
55,BS-NET (2m),Default Mode,0.8888888888888888
56,Raw FC (2m),Visual,0.8666666666666667
56,Raw FC (2m),Somatomotor,0.8125
56,Raw FC (2m),Dorsal Attn,0.6666666666666666
56,Raw FC (2m),Ventral Attn,0.41935483870967744
56,Raw FC (2m),Limbic,0.4666666666666667
56,Raw FC (2m),Control,0.8571428571428571
56,Raw FC (2m),Default Mode,0.8888888888888888
56,BS-NET (2m),Visual,0.8666666666666667
56,BS-NET (2m),Somatomotor,0.8125
56,BS-NET (2m),Dorsal Attn,0.7857142857142857
56,BS-NET (2m),Ventral Attn,0.8571428571428571
56,BS-NET (2m),Limbic,0.6842105263157895
56,BS-NET (2m),Control,0.8571428571428571
56,BS-NET (2m),Default Mode,0.8888888888888888
57,Raw FC (2m),Visual,1.0
57,Raw FC (2m),Somatomotor,0.5833333333333334
57,Raw FC (2m),Dorsal Attn,0.7222222222222222
57,Raw FC (2m),Ventral Attn,0.3103448275862069
57,Raw FC (2m),Limbic,1.0
57,Raw FC (2m),Control,0.9333333333333333
57,Raw FC (2m),Default Mode,1.0
57,BS-NET (2m),Visual,0.9333333333333333
57,BS-NET (2m),Somatomotor,0.36363636363636365
57,BS-NET (2m),Dorsal Attn,0.45161290322580644
57,BS-NET (2m),Ventral Attn,0.2413793103448276
57,BS-NET (2m),Limbic,0.6363636363636364
57,BS-NET (2m),Control,0.875
57,BS-NET (2m),Default Mode,1.0
58,Raw FC (2m),Visual,1.0
58,Raw FC (2m),Somatomotor,0.875
58,Raw FC (2m),Dorsal Attn,0.9333333333333333
58,Raw FC (2m),Ventral Attn,0.9285714285714286
58,Raw FC (2m),Limbic,0.5
58,Raw FC (2m),Control,0.5
58,Raw FC (2m),Default Mode,0.875
58,BS-NET (2m),Visual,1.0
58,BS-NET (2m),Somatomotor,0.875
58,BS-NET (2m),Dorsal Attn,0.9333333333333333
58,BS-NET (2m),Ventral Attn,0.9285714285714286
58,BS-NET (2m),Limbic,0.5
58,BS-NET (2m),Control,0.5
58,BS-NET (2m),Default Mode,0.875
59,Raw FC (2m),Visual,0.9333333333333333
59,Raw FC (2m),Somatomotor,0.875
59,Raw FC (2m),Dorsal Attn,0.5217391304347826
59,Raw FC (2m),Ventral Attn,0.7777777777777778
59,Raw FC (2m),Limbic,0.875
59,Raw FC (2m),Control,0.2962962962962963
59,Raw FC (2m),Default Mode,0.7647058823529411
59,BS-NET (2m),Visual,0.9333333333333333
59,BS-NET (2m),Somatomotor,1.0
59,BS-NET (2m),Dorsal Attn,0.36666666666666664
59,BS-NET (2m),Ventral Attn,0.875
59,BS-NET (2m),Limbic,0.875
59,BS-NET (2m),Control,0.7333333333333333
59,BS-NET (2m),Default Mode,0.4827586206896552
60,Raw FC (2m),Visual,0.7333333333333333
60,Raw FC (2m),Somatomotor,0.8125
60,Raw FC (2m),Dorsal Attn,0.8
60,Raw FC (2m),Ventral Attn,0.7857142857142857
60,Raw FC (2m),Limbic,1.0
60,Raw FC (2m),Control,0.8235294117647058
60,Raw FC (2m),Default Mode,0.8888888888888888
60,BS-NET (2m),Visual,0.7333333333333333
60,BS-NET (2m),Somatomotor,0.8125
60,BS-NET (2m),Dorsal Attn,0.8
60,BS-NET (2m),Ventral Attn,0.7857142857142857
60,BS-NET (2m),Limbic,1.0
60,BS-NET (2m),Control,0.8235294117647058
60,BS-NET (2m),Default Mode,0.8888888888888888
61,Raw FC (2m),Visual,1.0
61,Raw FC (2m),Somatomotor,1.0
61,Raw FC (2m),Dorsal Attn,0.9333333333333333
61,Raw FC (2m),Ventral Attn,0.9333333333333333
61,Raw FC (2m),Limbic,1.0
61,Raw FC (2m),Control,0.7857142857142857
61,Raw FC (2m),Default Mode,1.0
61,BS-NET (2m),Visual,1.0
61,BS-NET (2m),Somatomotor,1.0
61,BS-NET (2m),Dorsal Attn,0.9333333333333333
61,BS-NET (2m),Ventral Attn,0.9333333333333333
61,BS-NET (2m),Limbic,1.0
61,BS-NET (2m),Control,0.7857142857142857
61,BS-NET (2m),Default Mode,1.0
62,Raw FC (2m),Visual,0.4827586206896552
62,Raw FC (2m),Somatomotor,1.0
62,Raw FC (2m),Dorsal Attn,1.0
62,Raw FC (2m),Ventral Attn,0.7777777777777778
62,Raw FC (2m),Limbic,0.6666666666666666
62,Raw FC (2m),Control,1.0
62,Raw FC (2m),Default Mode,0.5
62,BS-NET (2m),Visual,0.4827586206896552
62,BS-NET (2m),Somatomotor,1.0
62,BS-NET (2m),Dorsal Attn,1.0
62,BS-NET (2m),Ventral Attn,0.7777777777777778
62,BS-NET (2m),Limbic,0.6666666666666666
62,BS-NET (2m),Control,1.0
62,BS-NET (2m),Default Mode,0.5
63,Raw FC (2m),Visual,1.0
63,Raw FC (2m),Somatomotor,0.9285714285714286
63,Raw FC (2m),Dorsal Attn,1.0
63,Raw FC (2m),Ventral Attn,1.0
63,Raw FC (2m),Limbic,0.9285714285714286
63,Raw FC (2m),Control,1.0
63,Raw FC (2m),Default Mode,0.8888888888888888
63,BS-NET (2m),Visual,1.0
63,BS-NET (2m),Somatomotor,0.9285714285714286
63,BS-NET (2m),Dorsal Attn,1.0
63,BS-NET (2m),Ventral Attn,1.0
63,BS-NET (2m),Limbic,0.9285714285714286
63,BS-NET (2m),Control,1.0
63,BS-NET (2m),Default Mode,0.8888888888888888
64,Raw FC (2m),Visual,0.875
64,Raw FC (2m),Somatomotor,0.9285714285714286
64,Raw FC (2m),Dorsal Attn,0.4074074074074074
64,Raw FC (2m),Ventral Attn,0.9333333333333333
64,Raw FC (2m),Limbic,0.46153846153846156
64,Raw FC (2m),Control,1.0
64,Raw FC (2m),Default Mode,0.8888888888888888
64,BS-NET (2m),Visual,0.875
64,BS-NET (2m),Somatomotor,0.8571428571428571
64,BS-NET (2m),Dorsal Attn,0.41379310344827586
64,BS-NET (2m),Ventral Attn,0.5
64,BS-NET (2m),Limbic,0.4642857142857143
64,BS-NET (2m),Control,0.5
64,BS-NET (2m),Default Mode,0.9411764705882353
65,Raw FC (2m),Visual,0.9285714285714286
65,Raw FC (2m),Somatomotor,0.9333333333333333
65,Raw FC (2m),Dorsal Attn,1.0
65,Raw FC (2m),Ventral Attn,0.9285714285714286
65,Raw FC (2m),Limbic,1.0
65,Raw FC (2m),Control,0.9333333333333333
65,Raw FC (2m),Default Mode,1.0
65,BS-NET (2m),Visual,0.9285714285714286
65,BS-NET (2m),Somatomotor,0.9333333333333333
65,BS-NET (2m),Dorsal Attn,1.0
65,BS-NET (2m),Ventral Attn,0.9285714285714286
65,BS-NET (2m),Limbic,1.0
65,BS-NET (2m),Control,0.9333333333333333
65,BS-NET (2m),Default Mode,1.0
66,Raw FC (2m),Visual,1.0
66,Raw FC (2m),Somatomotor,1.0
66,Raw FC (2m),Dorsal Attn,1.0
66,Raw FC (2m),Ventral Attn,0.8571428571428571
66,Raw FC (2m),Limbic,0.875
66,Raw FC (2m),Control,0.9285714285714286
66,Raw FC (2m),Default Mode,0.9411764705882353
66,BS-NET (2m),Visual,0.56
66,BS-NET (2m),Somatomotor,1.0
66,BS-NET (2m),Dorsal Attn,0.9333333333333333
66,BS-NET (2m),Ventral Attn,0.39285714285714285
66,BS-NET (2m),Limbic,0.875
66,BS-NET (2m),Control,0.9285714285714286
66,BS-NET (2m),Default Mode,0.9411764705882353
67,Raw FC (2m),Visual,1.0
67,Raw FC (2m),Somatomotor,0.44
